layout,S,H,D,head_start,heads_processed,trial,iterations,ns_per_call,max_abs_error,seed,cache_mode
SHD,1024,8,128,4,1,8,512,55352.7832031,3.86914153694e-06,0,repeated_buffer
SHD,1024,8,128,4,1,9,512,55448.8945312,3.86914153694e-06,0,repeated_buffer
DSH,1024,8,128,4,1,9,256,119247.234375,4.00725795657e-06,0,repeated_buffer
HSD,1024,8,128,4,1,9,512,56317.7089844,3.86914153694e-06,0,repeated_buffer
DSH,1024,32,64,16,1,0,256,77852.3789062,2.00665034811e-06,0,repeated_buffer
SHD,1024,32,64,16,1,0,1024,20936.5644531,1.8205356298e-06,0,repeated_buffer
HSD,1024,32,64,16,1,0,1024,19733.8466797,1.8205356298e-06,0,repeated_buffer
DSH,1024,32,64,16,1,1,256,80801.2695312,2.00665034811e-06,0,repeated_buffer
HSD,1024,32,64,16,1,1,1024,20138.2246094,1.8205356298e-06,0,repeated_buffer
SHD,1024,32,64,16,1,1,1024,21313.1923828,1.8205356298e-06,0,repeated_buffer
SHD,1024,32,64,16,1,2,1024,20945.6386719,1.8205356298e-06,0,repeated_buffer
HSD,1024,32,64,16,1,2,1024,19960.1240234,1.8205356298e-06,0,repeated_buffer
DSH,1024,32,64,16,1,2,256,80443.03125,2.00665034811e-06,0,repeated_buffer
DSH,1024,32,64,16,1,3,256,79010.2539062,2.00665034811e-06,0,repeated_buffer
HSD,1024,32,64,16,1,3,1024,19710.6123047,1.8205356298e-06,0,repeated_buffer
SHD,1024,32,64,16,1,3,1024,20988.1181641,1.8205356298e-06,0,repeated_buffer
HSD,1024,32,64,16,1,4,1024,19824.21875,1.8205356298e-06,0,repeated_buffer
SHD,1024,32,64,16,1,4,1024,21164.7138672,1.8205356298e-06,0,repeated_buffer
DSH,1024,32,64,16,1,4,256,80715.0078125,2.00665034811e-06,0,repeated_buffer
SHD,1024,32,64,16,1,5,1024,21114.5019531,1.8205356298e-06,0,repeated_buffer
DSH,1024,32,64,16,1,5,256,79461.2617188,2.00665034811e-06,0,repeated_buffer
HSD,1024,32,64,16,1,5,1024,19697.0214844,1.8205356298e-06,0,repeated_buffer
HSD,1024,32,64,16,1,6,1024,19747.0703125,1.8205356298e-06,0,repeated_buffer
SHD,1024,32,64,16,1,6,1024,28472.7382812,1.8205356298e-06,0,repeated_buffer
DSH,1024,32,64,16,1,6,256,82731.2851562,2.00665034811e-06,0,repeated_buffer
HSD,1024,32,64,16,1,7,1024,53817.3017578,1.8205356298e-06,0,repeated_buffer
SHD,1024,32,64,16,1,7,1024,23083.4960938,1.8205356298e-06,0,repeated_buffer
DSH,1024,32,64,16,1,7,256,88350.9101562,2.00665034811e-06,0,repeated_buffer
DSH,1024,32,64,16,1,8,256,93667.4804688,2.00665034811e-06,0,repeated_buffer
HSD,1024,32,64,16,1,8,1024,19864.5019531,1.8205356298e-06,0,repeated_buffer
SHD,1024,32,64,16,1,8,1024,20782.7958984,1.8205356298e-06,0,repeated_buffer
DSH,1024,32,64,16,1,9,256,79221.6796875,2.00665034811e-06,0,repeated_buffer
HSD,1024,32,64,16,1,9,1024,19672.5263672,1.8205356298e-06,0,repeated_buffer
SHD,1024,32,64,16,1,9,1024,20837.5244141,1.8205356298e-06,0,repeated_buffer
DSH,1024,32,128,16,1,0,64,389981.765625,5.80461491495e-06,0,repeated_buffer
HSD,1024,32,128,16,1,0,512,55475.015625,5.80461491495e-06,0,repeated_buffer
SHD,1024,32,128,16,1,0,256,77592.4453125,5.80461491495e-06,0,repeated_buffer
HSD,1024,32,128,16,1,1,512,55389.2421875,5.80461491495e-06,0,repeated_buffer
DSH,1024,32,128,16,1,1,64,365303.390625,5.80461491495e-06,0,repeated_buffer
SHD,1024,32,128,16,1,1,256,74447.7539062,5.80461491495e-06,0,repeated_buffer
SHD,1024,32,128,16,1,2,256,79059.8984375,5.80461491495e-06,0,repeated_buffer
HSD,1024,32,128,16,1,2,512,55339.6796875,5.80461491495e-06,0,repeated_buffer
DSH,1024,32,128,16,1,2,64,373669.28125,5.80461491495e-06,0,repeated_buffer
DSH,1024,32,128,16,1,3,64,366130.859375,5.80461491495e-06,0,repeated_buffer
SHD,1024,32,128,16,1,3,256,74483.3984375,5.80461491495e-06,0,repeated_buffer
HSD,1024,32,128,16,1,3,512,55249.1054688,5.80461491495e-06,0,repeated_buffer
HSD,1024,32,128,16,1,4,512,55524.3320312,5.80461491495e-06,0,repeated_buffer
SHD,1024,32,128,16,1,4,256,74787.2734375,5.80461491495e-06,0,repeated_buffer
DSH,1024,32,128,16,1,4,64,377994.140625,5.80461491495e-06,0,repeated_buffer
DSH,1024,32,128,16,1,5,64,379460.9375,5.80461491495e-06,0,repeated_buffer
HSD,1024,32,128,16,1,5,512,55358.3984375,5.80461491495e-06,0,repeated_buffer
SHD,1024,32,128,16,1,5,256,75207.8476562,5.80461491495e-06,0,repeated_buffer
HSD,1024,32,128,16,1,6,512,55879.1503906,5.80461491495e-06,0,repeated_buffer
SHD,1024,32,128,16,1,6,256,74354.4921875,5.80461491495e-06,0,repeated_buffer
DSH,1024,32,128,16,1,6,64,440180.984375,5.80461491495e-06,0,repeated_buffer
DSH,1024,32,128,16,1,7,64,386061.84375,5.80461491495e-06,0,repeated_buffer
HSD,1024,32,128,16,1,7,512,55633.4648438,5.80461491495e-06,0,repeated_buffer
SHD,1024,32,128,16,1,7,256,74251.4648438,5.80461491495e-06,0,repeated_buffer
SHD,1024,32,128,16,1,8,256,73958.65625,5.80461491495e-06,0,repeated_buffer
HSD,1024,32,128,16,1,8,512,55819.2539062,5.80461491495e-06,0,repeated_buffer
DSH,1024,32,128,16,1,8,64,309634.109375,5.80461491495e-06,0,repeated_buffer
DSH,1024,32,128,16,1,9,64,315444.65625,5.80461491495e-06,0,repeated_buffer
HSD,1024,32,128,16,1,9,512,55233.6425781,5.80461491495e-06,0,repeated_buffer
SHD,1024,32,128,16,1,9,256,73845.3789062,5.80461491495e-06,0,repeated_buffer
DSH,8192,1,64,0,1,0,32,674832.03125,2.52438836412e-06,0,repeated_buffer
HSD,8192,1,64,0,1,0,128,157423.828125,3.3085065354e-06,0,repeated_buffer
SHD,8192,1,64,0,1,0,128,157524.085938,3.3085065354e-06,0,repeated_buffer
HSD,8192,1,64,0,1,1,128,157343.75,3.3085065354e-06,0,repeated_buffer
DSH,8192,1,64,0,1,1,32,673191.40625,2.52438836412e-06,0,repeated_buffer
SHD,8192,1,64,0,1,1,128,157077.804688,3.3085065354e-06,0,repeated_buffer
DSH,8192,1,64,0,1,2,32,677799.46875,2.52438836412e-06,0,repeated_buffer
HSD,8192,1,64,0,1,2,128,156912.4375,3.3085065354e-06,0,repeated_buffer
SHD,8192,1,64,0,1,2,128,157003.257812,3.3085065354e-06,0,repeated_buffer
SHD,8192,1,64,0,1,3,128,157731.117188,3.3085065354e-06,0,repeated_buffer
HSD,8192,1,64,0,1,3,128,157704.75,3.3085065354e-06,0,repeated_buffer
DSH,8192,1,64,0,1,3,32,674764.34375,2.52438836412e-06,0,repeated_buffer
DSH,8192,1,64,0,1,4,32,672281.25,2.52438836412e-06,0,repeated_buffer
SHD,8192,1,64,0,1,4,128,158080.40625,3.3085065354e-06,0,repeated_buffer
HSD,8192,1,64,0,1,4,128,157358.070312,3.3085065354e-06,0,repeated_buffer
DSH,8192,1,64,0,1,5,32,674537.75,2.52438836412e-06,0,repeated_buffer
SHD,8192,1,64,0,1,5,128,157270.835938,3.3085065354e-06,0,repeated_buffer
HSD,8192,1,64,0,1,5,128,157216.796875,3.3085065354e-06,0,repeated_buffer
SHD,8192,1,64,0,1,6,128,157528,3.3085065354e-06,0,repeated_buffer
HSD,8192,1,64,0,1,6,128,157186.203125,3.3085065354e-06,0,repeated_buffer
DSH,8192,1,64,0,1,6,32,673091.15625,2.52438836412e-06,0,repeated_buffer
SHD,8192,1,64,0,1,7,128,165552.078125,3.3085065354e-06,0,repeated_buffer
HSD,8192,1,64,0,1,7,128,158027.671875,3.3085065354e-06,0,repeated_buffer
DSH,8192,1,64,0,1,7,32,674861.96875,2.52438836412e-06,0,repeated_buffer
HSD,8192,1,64,0,1,8,128,158510.085938,3.3085065354e-06,0,repeated_buffer
SHD,8192,1,64,0,1,8,128,157328.125,3.3085065354e-06,0,repeated_buffer
DSH,8192,1,64,0,1,8,32,673944,2.52438836412e-06,0,repeated_buffer
SHD,8192,1,64,0,1,9,128,157295.898438,3.3085065354e-06,0,repeated_buffer
HSD,8192,1,64,0,1,9,128,160578.445312,3.3085065354e-06,0,repeated_buffer
DSH,8192,1,64,0,1,9,32,630273.4375,2.52438836412e-06,0,repeated_buffer
DSH,8192,1,128,0,1,0,32,979763,5.98322731094e-06,0,repeated_buffer
HSD,8192,1,128,0,1,0,64,442823.5625,5.02955299453e-06,0,repeated_buffer
SHD,8192,1,128,0,1,0,64,442782.5625,5.02955299453e-06,0,repeated_buffer
HSD,8192,1,128,0,1,1,64,442557.28125,5.02955299453e-06,0,repeated_buffer
DSH,8192,1,128,0,1,1,32,952802.0625,5.98322731094e-06,0,repeated_buffer
SHD,8192,1,128,0,1,1,64,451011.71875,5.02955299453e-06,0,repeated_buffer
DSH,8192,1,128,0,1,2,32,976845.0625,5.98322731094e-06,0,repeated_buffer
SHD,8192,1,128,0,1,2,64,443816.40625,5.02955299453e-06,0,repeated_buffer
HSD,8192,1,128,0,1,2,64,440964.1875,5.02955299453e-06,0,repeated_buffer
HSD,8192,1,128,0,1,3,64,442791.015625,5.02955299453e-06,0,repeated_buffer
DSH,8192,1,128,0,1,3,32,969662.78125,5.98322731094e-06,0,repeated_buffer
SHD,8192,1,128,0,1,3,64,444021.484375,5.02955299453e-06,0,repeated_buffer
HSD,8192,1,128,0,1,4,64,448090.5,5.02955299453e-06,0,repeated_buffer
DSH,8192,1,128,0,1,4,32,982602.875,5.98322731094e-06,0,repeated_buffer
SHD,8192,1,128,0,1,4,64,444776.6875,5.02955299453e-06,0,repeated_buffer
HSD,8192,1,128,0,1,5,64,444106.765625,5.02955299453e-06,0,repeated_buffer
DSH,8192,1,128,0,1,5,32,974359.375,5.98322731094e-06,0,repeated_buffer
SHD,8192,1,128,0,1,5,64,444484.375,5.02955299453e-06,0,repeated_buffer
DSH,8192,1,128,0,1,6,32,970160.15625,5.98322731094e-06,0,repeated_buffer
SHD,8192,1,128,0,1,6,64,442205.078125,5.02955299453e-06,0,repeated_buffer
HSD,8192,1,128,0,1,6,64,442782.5625,5.02955299453e-06,0,repeated_buffer
HSD,8192,1,128,0,1,7,64,441344.390625,5.02955299453e-06,0,repeated_buffer
DSH,8192,1,128,0,1,7,32,983397.125,5.98322731094e-06,0,repeated_buffer
SHD,8192,1,128,0,1,7,64,445303.375,5.02955299453e-06,0,repeated_buffer
HSD,8192,1,128,0,1,8,64,443829.421875,5.02955299453e-06,0,repeated_buffer
DSH,8192,1,128,0,1,8,32,1035713.53125,5.98322731094e-06,0,repeated_buffer
SHD,8192,1,128,0,1,8,64,440841.796875,5.02955299453e-06,0,repeated_buffer
SHD,8192,1,128,0,1,9,64,444374.34375,5.02955299453e-06,0,repeated_buffer
DSH,8192,1,128,0,1,9,32,964371.09375,5.98322731094e-06,0,repeated_buffer
HSD,8192,1,128,0,1,9,64,441004.5625,5.02955299453e-06,0,repeated_buffer
SHD,8192,8,64,4,1,0,128,172301.4375,2.96499966623e-06,0,repeated_buffer
DSH,8192,8,64,4,1,0,32,754341.15625,2.48816250803e-06,0,repeated_buffer
HSD,8192,8,64,4,1,0,128,157256.1875,2.96499966623e-06,0,repeated_buffer
SHD,8192,8,64,4,1,1,128,160708.007812,2.96499966623e-06,0,repeated_buffer
HSD,8192,8,64,4,1,1,128,156881.1875,2.96499966623e-06,0,repeated_buffer
DSH,8192,8,64,4,1,1,32,672916.6875,2.48816250803e-06,0,repeated_buffer
SHD,8192,8,64,4,1,2,128,160585.28125,2.96499966623e-06,0,repeated_buffer
HSD,8192,8,64,4,1,2,128,159922.203125,2.96499966623e-06,0,repeated_buffer
DSH,8192,8,64,4,1,2,32,789548.1875,2.48816250803e-06,0,repeated_buffer
SHD,8192,8,64,4,1,3,128,162358.726562,2.96499966623e-06,0,repeated_buffer
HSD,8192,8,64,4,1,3,128,161186.523438,2.96499966623e-06,0,repeated_buffer
DSH,8192,8,64,4,1,3,32,743830.71875,2.48816250803e-06,0,repeated_buffer
DSH,8192,8,64,4,1,4,32,738669.28125,2.48816250803e-06,0,repeated_buffer
SHD,8192,8,64,4,1,4,128,160885.742188,2.96499966623e-06,0,repeated_buffer
HSD,8192,8,64,4,1,4,128,157580.078125,2.96499966623e-06,0,repeated_buffer
HSD,8192,8,64,4,1,5,128,157827.148438,2.96499966623e-06,0,repeated_buffer
SHD,8192,8,64,4,1,5,128,161330.726562,2.96499966623e-06,0,repeated_buffer
DSH,8192,8,64,4,1,5,32,747766.9375,2.48816250803e-06,0,repeated_buffer
HSD,8192,8,64,4,1,6,128,157319.65625,2.96499966623e-06,0,repeated_buffer
DSH,8192,8,64,4,1,6,32,745789.0625,2.48816250803e-06,0,repeated_buffer
SHD,8192,8,64,4,1,6,128,161309.898438,2.96499966623e-06,0,repeated_buffer
HSD,8192,8,64,4,1,7,128,159965.820312,2.96499966623e-06,0,repeated_buffer
DSH,8192,8,64,4,1,7,32,784092.46875,2.48816250803e-06,0,repeated_buffer
SHD,8192,8,64,4,1,7,128,161091.796875,2.96499966623e-06,0,repeated_buffer
DSH,8192,8,64,4,1,8,32,750898.4375,2.48816250803e-06,0,repeated_buffer
HSD,8192,8,64,4,1,8,128,157656.25,2.96499966623e-06,0,repeated_buffer
SHD,8192,8,64,4,1,8,128,161895.507812,2.96499966623e-06,0,repeated_buffer
HSD,8192,8,64,4,1,9,128,157126.953125,2.96499966623e-06,0,repeated_buffer
SHD,8192,8,64,4,1,9,128,160348.960938,2.96499966623e-06,0,repeated_buffer
DSH,8192,8,64,4,1,9,32,693100.25,2.48816250803e-06,0,repeated_buffer
DSH,8192,8,128,4,1,0,16,2169307.3125,5.24611449748e-06,0,repeated_buffer
SHD,8192,8,128,4,1,0,64,461820.953125,4.89963802863e-06,0,repeated_buffer
HSD,8192,8,128,4,1,0,64,441966.796875,4.89963802863e-06,0,repeated_buffer
DSH,8192,8,128,4,1,1,16,2188299.5,5.24611449748e-06,0,repeated_buffer
SHD,8192,8,128,4,1,1,64,468115.234375,4.89963802863e-06,0,repeated_buffer
HSD,8192,8,128,4,1,1,64,444460.9375,4.89963802863e-06,0,repeated_buffer
HSD,8192,8,128,4,1,2,64,444134.765625,4.89963802863e-06,0,repeated_buffer
SHD,8192,8,128,4,1,2,64,467823.578125,4.89963802863e-06,0,repeated_buffer
DSH,8192,8,128,4,1,2,16,2197325.5,5.24611449748e-06,0,repeated_buffer
DSH,8192,8,128,4,1,3,16,2218237,5.24611449748e-06,0,repeated_buffer
SHD,8192,8,128,4,1,3,64,471697.921875,4.89963802863e-06,0,repeated_buffer
HSD,8192,8,128,4,1,3,64,442913.40625,4.89963802863e-06,0,repeated_buffer
HSD,8192,8,128,4,1,4,64,453983.0625,4.89963802863e-06,0,repeated_buffer
SHD,8192,8,128,4,1,4,64,480185.546875,4.89963802863e-06,0,repeated_buffer
DSH,8192,8,128,4,1,4,16,2273132.8125,5.24611449748e-06,0,repeated_buffer
DSH,8192,8,128,4,1,5,16,2461200.5,5.24611449748e-06,0,repeated_buffer
HSD,8192,8,128,4,1,5,64,455700.515625,4.89963802863e-06,0,repeated_buffer
SHD,8192,8,128,4,1,5,64,461197.921875,4.89963802863e-06,0,repeated_buffer
HSD,8192,8,128,4,1,6,64,442535.8125,4.89963802863e-06,0,repeated_buffer
SHD,8192,8,128,4,1,6,64,460931.640625,4.89963802863e-06,0,repeated_buffer
DSH,8192,8,128,4,1,6,16,2435127.5625,5.24611449748e-06,0,repeated_buffer
SHD,8192,8,128,4,1,7,64,465461.59375,4.89963802863e-06,0,repeated_buffer
DSH,8192,8,128,4,1,7,16,2138687.5,5.24611449748e-06,0,repeated_buffer
HSD,8192,8,128,4,1,7,64,442592.4375,4.89963802863e-06,0,repeated_buffer
HSD,8192,8,128,4,1,8,64,443615.234375,4.89963802863e-06,0,repeated_buffer
DSH,8192,8,128,4,1,8,16,2388161.4375,5.24611449748e-06,0,repeated_buffer
SHD,8192,8,128,4,1,8,64,483710.296875,4.89963802863e-06,0,repeated_buffer
SHD,8192,8,128,4,1,9,64,465623.046875,4.89963802863e-06,0,repeated_buffer
HSD,8192,8,128,4,1,9,64,439825.53125,4.89963802863e-06,0,repeated_buffer
DSH,8192,8,128,4,1,9,16,2126640.625,5.24611449748e-06,0,repeated_buffer
HSD,8192,32,64,16,1,0,128,159031.25,2.20415346064e-06,0,repeated_buffer
SHD,8192,32,64,16,1,0,128,168249.023438,2.20415346064e-06,0,repeated_buffer
DSH,8192,32,64,16,1,0,16,2256093.75,2.20415346064e-06,0,repeated_buffer
SHD,8192,32,64,16,1,1,128,167904.945312,2.20415346064e-06,0,repeated_buffer
DSH,8192,32,64,16,1,1,16,2301450.5,2.20415346064e-06,0,repeated_buffer
HSD,8192,32,64,16,1,1,128,157325.84375,2.20415346064e-06,0,repeated_buffer
SHD,8192,32,64,16,1,2,128,167688.476562,2.20415346064e-06,0,repeated_buffer
HSD,8192,32,64,16,1,2,128,157770.179688,2.20415346064e-06,0,repeated_buffer
DSH,8192,32,64,16,1,2,16,2435429.6875,2.20415346064e-06,0,repeated_buffer
DSH,8192,32,64,16,1,3,16,2307216.1875,2.20415346064e-06,0,repeated_buffer
HSD,8192,32,64,16,1,3,128,162277.015625,2.20415346064e-06,0,repeated_buffer
SHD,8192,32,64,16,1,3,128,167441.734375,2.20415346064e-06,0,repeated_buffer
DSH,8192,32,64,16,1,4,16,2315273.4375,2.20415346064e-06,0,repeated_buffer
SHD,8192,32,64,16,1,4,128,168171.546875,2.20415346064e-06,0,repeated_buffer
HSD,8192,32,64,16,1,4,128,157639,2.20415346064e-06,0,repeated_buffer
HSD,8192,32,64,16,1,5,128,157410.804688,2.20415346064e-06,0,repeated_buffer
SHD,8192,32,64,16,1,5,128,168699.539062,2.20415346064e-06,0,repeated_buffer
DSH,8192,32,64,16,1,5,16,2366744.8125,2.20415346064e-06,0,repeated_buffer
HSD,8192,32,64,16,1,6,128,157585.9375,2.20415346064e-06,0,repeated_buffer
DSH,8192,32,64,16,1,6,16,2275359.375,2.20415346064e-06,0,repeated_buffer
SHD,8192,32,64,16,1,6,128,167492.835938,2.20415346064e-06,0,repeated_buffer
DSH,8192,32,64,16,1,7,16,2261997.375,2.20415346064e-06,0,repeated_buffer
SHD,8192,32,64,16,1,7,128,172646.484375,2.20415346064e-06,0,repeated_buffer
HSD,8192,32,64,16,1,7,128,156956.710938,2.20415346064e-06,0,repeated_buffer
SHD,8192,32,64,16,1,8,128,168127.601562,2.20415346064e-06,0,repeated_buffer
HSD,8192,32,64,16,1,8,128,157151.046875,2.20415346064e-06,0,repeated_buffer
DSH,8192,32,64,16,1,8,16,2314822.9375,2.20415346064e-06,0,repeated_buffer
SHD,8192,32,64,16,1,9,128,166928.390625,2.20415346064e-06,0,repeated_buffer
DSH,8192,32,64,16,1,9,16,2263013,2.20415346064e-06,0,repeated_buffer
HSD,8192,32,64,16,1,9,128,157103.84375,2.20415346064e-06,0,repeated_buffer
HSD,8192,32,128,16,1,0,64,442962.890625,6.30243245325e-06,0,repeated_buffer
SHD,8192,32,128,16,1,0,32,672161.46875,6.30243245325e-06,0,repeated_buffer
DSH,8192,32,128,16,1,0,8,4383948,6.30243245325e-06,0,repeated_buffer
HSD,8192,32,128,16,1,1,64,446111.328125,6.30243245325e-06,0,repeated_buffer
DSH,8192,32,128,16,1,1,8,4341041.625,6.30243245325e-06,0,repeated_buffer
SHD,8192,32,128,16,1,1,32,701613.28125,6.30243245325e-06,0,repeated_buffer
SHD,8192,32,128,16,1,2,32,701046.875,6.30243245325e-06,0,repeated_buffer
HSD,8192,32,128,16,1,2,64,444009.765625,6.30243245325e-06,0,repeated_buffer
DSH,8192,32,128,16,1,2,8,4363567.75,6.30243245325e-06,0,repeated_buffer
HSD,8192,32,128,16,1,3,64,443575.515625,6.30243245325e-06,0,repeated_buffer
DSH,8192,32,128,16,1,3,8,4480036.375,6.30243245325e-06,0,repeated_buffer
SHD,8192,32,128,16,1,3,32,860470.03125,6.30243245325e-06,0,repeated_buffer
HSD,8192,32,128,16,1,4,64,443661.453125,6.30243245325e-06,0,repeated_buffer
DSH,8192,32,128,16,1,4,8,4356197.875,6.30243245325e-06,0,repeated_buffer
SHD,8192,32,128,16,1,4,32,776713.5625,6.30243245325e-06,0,repeated_buffer
DSH,8192,32,128,16,1,5,8,4275718.75,6.30243245325e-06,0,repeated_buffer
SHD,8192,32,128,16,1,5,32,627266.90625,6.30243245325e-06,0,repeated_buffer
HSD,8192,32,128,16,1,5,64,441274.734375,6.30243245325e-06,0,repeated_buffer
HSD,8192,32,128,16,1,6,64,442454.4375,6.30243245325e-06,0,repeated_buffer
DSH,8192,32,128,16,1,6,8,4377427,6.30243245325e-06,0,repeated_buffer
SHD,8192,32,128,16,1,6,32,632921.875,6.30243245325e-06,0,repeated_buffer
DSH,8192,32,128,16,1,7,8,4296625,6.30243245325e-06,0,repeated_buffer
HSD,8192,32,128,16,1,7,64,440651.703125,6.30243245325e-06,0,repeated_buffer
SHD,8192,32,128,16,1,7,32,628912.75,6.30243245325e-06,0,repeated_buffer
HSD,8192,32,128,16,1,8,64,439485.671875,6.30243245325e-06,0,repeated_buffer
DSH,8192,32,128,16,1,8,8,4320421.875,6.30243245325e-06,0,repeated_buffer
SHD,8192,32,128,16,1,8,32,646545.5625,6.30243245325e-06,0,repeated_buffer
DSH,8192,32,128,16,1,9,8,4333963.5,6.30243245325e-06,0,repeated_buffer
HSD,8192,32,128,16,1,9,64,438962.890625,6.30243245325e-06,0,repeated_buffer
SHD,8192,32,128,16,1,9,32,625423.1875,6.30243245325e-06,0,repeated_buffer
DSH,32768,1,64,0,1,0,16,2035708.375,2.81281259618e-06,0,repeated_buffer
SHD,32768,1,64,0,1,0,32,636841.15625,3.3085065354e-06,0,repeated_buffer
HSD,32768,1,64,0,1,0,32,638963.53125,3.3085065354e-06,0,repeated_buffer
DSH,32768,1,64,0,1,1,16,2170010.375,2.81281259618e-06,0,repeated_buffer
HSD,32768,1,64,0,1,1,32,637743.5,3.3085065354e-06,0,repeated_buffer
SHD,32768,1,64,0,1,1,32,641977.875,3.3085065354e-06,0,repeated_buffer
SHD,32768,1,64,0,1,2,32,643532.5625,3.3085065354e-06,0,repeated_buffer
HSD,32768,1,64,0,1,2,32,638820.3125,3.3085065354e-06,0,repeated_buffer
DSH,32768,1,64,0,1,2,16,2038531.25,2.81281259618e-06,0,repeated_buffer
DSH,32768,1,64,0,1,3,16,1997224,2.81281259618e-06,0,repeated_buffer
HSD,32768,1,64,0,1,3,32,640729.1875,3.3085065354e-06,0,repeated_buffer
SHD,32768,1,64,0,1,3,32,648022.125,3.3085065354e-06,0,repeated_buffer
HSD,32768,1,64,0,1,4,32,638695.3125,3.3085065354e-06,0,repeated_buffer
SHD,32768,1,64,0,1,4,32,637804.6875,3.3085065354e-06,0,repeated_buffer
DSH,32768,1,64,0,1,4,16,1986156.25,2.81281259618e-06,0,repeated_buffer
SHD,32768,1,64,0,1,5,32,640578.125,3.3085065354e-06,0,repeated_buffer
DSH,32768,1,64,0,1,5,16,2004757.8125,2.81281259618e-06,0,repeated_buffer
HSD,32768,1,64,0,1,5,32,640149.75,3.3085065354e-06,0,repeated_buffer
HSD,32768,1,64,0,1,6,32,640141.9375,3.3085065354e-06,0,repeated_buffer
SHD,32768,1,64,0,1,6,32,637651.03125,3.3085065354e-06,0,repeated_buffer
DSH,32768,1,64,0,1,6,16,1980062.5,2.81281259618e-06,0,repeated_buffer
HSD,32768,1,64,0,1,7,32,639785.15625,3.3085065354e-06,0,repeated_buffer
SHD,32768,1,64,0,1,7,32,638583.3125,3.3085065354e-06,0,repeated_buffer
DSH,32768,1,64,0,1,7,16,1998690.125,2.81281259618e-06,0,repeated_buffer
DSH,32768,1,64,0,1,8,16,2038065.125,2.81281259618e-06,0,repeated_buffer
HSD,32768,1,64,0,1,8,32,642161.46875,3.3085065354e-06,0,repeated_buffer
SHD,32768,1,64,0,1,8,32,644828.125,3.3085065354e-06,0,repeated_buffer
DSH,32768,1,64,0,1,9,16,2005632.8125,2.81281259618e-06,0,repeated_buffer
HSD,32768,1,64,0,1,9,32,641345.0625,3.3085065354e-06,0,repeated_buffer
SHD,32768,1,64,0,1,9,32,635510.40625,3.3085065354e-06,0,repeated_buffer
DSH,32768,1,128,0,1,0,8,4642015.625,6.04175916408e-06,0,repeated_buffer
HSD,32768,1,128,0,1,0,16,1811403.625,5.91481418155e-06,0,repeated_buffer
SHD,32768,1,128,0,1,0,16,1789114.625,5.91481418155e-06,0,repeated_buffer
HSD,32768,1,128,0,1,1,16,1777929.6875,5.91481418155e-06,0,repeated_buffer
DSH,32768,1,128,0,1,1,8,4614796.875,6.04175916408e-06,0,repeated_buffer
SHD,32768,1,128,0,1,1,16,1798161.5,5.91481418155e-06,0,repeated_buffer
SHD,32768,1,128,0,1,2,16,1789750,5.91481418155e-06,0,repeated_buffer
HSD,32768,1,128,0,1,2,16,1792289.0625,5.91481418155e-06,0,repeated_buffer
DSH,32768,1,128,0,1,2,8,4657609.375,6.04175916408e-06,0,repeated_buffer
DSH,32768,1,128,0,1,3,8,4627520.875,6.04175916408e-06,0,repeated_buffer
SHD,32768,1,128,0,1,3,16,1805578.125,5.91481418155e-06,0,repeated_buffer
HSD,32768,1,128,0,1,3,16,1801013,5.91481418155e-06,0,repeated_buffer
HSD,32768,1,128,0,1,4,16,1801325.5,5.91481418155e-06,0,repeated_buffer
SHD,32768,1,128,0,1,4,16,1788783.8125,5.91481418155e-06,0,repeated_buffer
DSH,32768,1,128,0,1,4,8,4627369.875,6.04175916408e-06,0,repeated_buffer
DSH,32768,1,128,0,1,5,8,4630421.875,6.04175916408e-06,0,repeated_buffer
HSD,32768,1,128,0,1,5,16,1798963.5,5.91481418155e-06,0,repeated_buffer
SHD,32768,1,128,0,1,5,16,1783755.1875,5.91481418155e-06,0,repeated_buffer
HSD,32768,1,128,0,1,6,16,1784783.875,5.91481418155e-06,0,repeated_buffer
SHD,32768,1,128,0,1,6,16,1785968.75,5.91481418155e-06,0,repeated_buffer
DSH,32768,1,128,0,1,6,8,4643739.625,6.04175916408e-06,0,repeated_buffer
DSH,32768,1,128,0,1,7,8,4816546.875,6.04175916408e-06,0,repeated_buffer
HSD,32768,1,128,0,1,7,16,1777341.125,5.91481418155e-06,0,repeated_buffer
SHD,32768,1,128,0,1,7,16,1861330.6875,5.91481418155e-06,0,repeated_buffer
SHD,32768,1,128,0,1,8,16,1797283.8125,5.91481418155e-06,0,repeated_buffer
HSD,32768,1,128,0,1,8,16,1792817.6875,5.91481418155e-06,0,repeated_buffer
DSH,32768,1,128,0,1,8,8,4630052.125,6.04175916408e-06,0,repeated_buffer
DSH,32768,1,128,0,1,9,8,4706286.5,6.04175916408e-06,0,repeated_buffer
HSD,32768,1,128,0,1,9,16,1801085.9375,5.91481418155e-06,0,repeated_buffer
SHD,32768,1,128,0,1,9,16,1813192.75,5.91481418155e-06,0,repeated_buffer
HSD,32768,8,64,4,1,0,32,637644.53125,2.96499966623e-06,0,repeated_buffer
SHD,32768,8,64,4,1,0,32,673384.125,2.96499966623e-06,0,repeated_buffer
DSH,32768,8,64,4,1,0,4,5656927,2.58119358421e-06,0,repeated_buffer
SHD,32768,8,64,4,1,1,32,683007.8125,2.96499966623e-06,0,repeated_buffer
DSH,32768,8,64,4,1,1,4,5778708.25,2.58119358421e-06,0,repeated_buffer
