layout,S,H,D,head_start,heads_processed,trial,iterations,ns_per_call,max_abs_error,seed,cache_mode
DSH,32768,1,128,0,1,5,8,4637192.75,6.04175916408e-06,0,repeated_buffer
HSD,32768,1,128,0,1,5,8,3035604.125,6.04175916408e-06,0,repeated_buffer
SHD,32768,1,128,0,1,5,8,3039604.125,6.04175916408e-06,0,repeated_buffer
HSD,32768,1,128,0,1,6,8,3040447.875,6.04175916408e-06,0,repeated_buffer
SHD,32768,1,128,0,1,6,8,3041322.875,6.04175916408e-06,0,repeated_buffer
DSH,32768,1,128,0,1,6,8,4649604.25,6.04175916408e-06,0,repeated_buffer
DSH,32768,1,128,0,1,7,8,4634760.375,6.04175916408e-06,0,repeated_buffer
HSD,32768,1,128,0,1,7,8,3038041.75,6.04175916408e-06,0,repeated_buffer
SHD,32768,1,128,0,1,7,8,3045302,6.04175916408e-06,0,repeated_buffer
SHD,32768,1,128,0,1,8,8,3036619.75,6.04175916408e-06,0,repeated_buffer
HSD,32768,1,128,0,1,8,8,3037359.375,6.04175916408e-06,0,repeated_buffer
DSH,32768,1,128,0,1,8,8,4540109.375,6.04175916408e-06,0,repeated_buffer
DSH,32768,1,128,0,1,9,8,4542182.25,6.04175916408e-06,0,repeated_buffer
HSD,32768,1,128,0,1,9,8,3038557.25,6.04175916408e-06,0,repeated_buffer
SHD,32768,1,128,0,1,9,8,3040927.125,6.04175916408e-06,0,repeated_buffer
DSH,32768,32,64,16,1,0,4,8641718.75,2.54614315054e-06,0,repeated_buffer
SHD,32768,32,64,16,1,0,32,1177179.6875,2.54614315054e-06,0,repeated_buffer
HSD,32768,32,64,16,1,0,32,1154571.625,2.54614315054e-06,0,repeated_buffer
