layout,S,H,D,head_start,heads_processed,trial,iterations,ns_per_call,max_abs_error,seed,cache_mode
HSD,32768,32,64,16,1,0,32,632445.3125,3.03213685982e-06,0,repeated_buffer
SHD,32768,32,64,16,1,1,32,674856.78125,3.03213685982e-06,0,repeated_buffer
DSH,32768,32,64,16,1,1,4,7810062.5,2.54614315054e-06,0,repeated_buffer
HSD,32768,32,64,16,1,1,32,637733.0625,3.03213685982e-06,0,repeated_buffer
DSH,32768,32,64,16,1,2,4,7835739.75,2.54614315054e-06,0,repeated_buffer
HSD,32768,32,64,16,1,2,32,634194.03125,3.03213685982e-06,0,repeated_buffer
SHD,32768,32,64,16,1,2,32,673792.96875,3.03213685982e-06,0,repeated_buffer
SHD,32768,32,64,16,1,3,32,675484.375,3.03213685982e-06,0,repeated_buffer
HSD,32768,32,64,16,1,3,32,633886.71875,3.03213685982e-06,0,repeated_buffer
DSH,32768,32,64,16,1,3,4,7861020.75,2.54614315054e-06,0,repeated_buffer
DSH,32768,32,64,16,1,4,4,7872833.5,2.54614315054e-06,0,repeated_buffer
SHD,32768,32,64,16,1,4,32,675104.15625,3.03213685982e-06,0,repeated_buffer
HSD,32768,32,64,16,1,4,32,633957.03125,3.03213685982e-06,0,repeated_buffer
SHD,32768,32,64,16,1,5,32,672399.75,3.03213685982e-06,0,repeated_buffer
HSD,32768,32,64,16,1,5,32,631661.4375,3.03213685982e-06,0,repeated_buffer
DSH,32768,32,64,16,1,5,4,7847479.25,2.54614315054e-06,0,repeated_buffer
HSD,32768,32,64,16,1,6,32,633281.25,3.03213685982e-06,0,repeated_buffer
SHD,32768,32,64,16,1,6,32,675781.25,3.03213685982e-06,0,repeated_buffer
DSH,32768,32,64,16,1,6,4,7808302,2.54614315054e-06,0,repeated_buffer
SHD,32768,32,64,16,1,7,32,674256.5,3.03213685982e-06,0,repeated_buffer
DSH,32768,32,64,16,1,7,4,7802468.75,2.54614315054e-06,0,repeated_buffer
HSD,32768,32,64,16,1,7,32,631774.75,3.03213685982e-06,0,repeated_buffer
SHD,32768,32,64,16,1,8,32,672678.375,3.03213685982e-06,0,repeated_buffer
HSD,32768,32,64,16,1,8,32,632740.90625,3.03213685982e-06,0,repeated_buffer
DSH,32768,32,64,16,1,8,4,7931593.75,2.54614315054e-06,0,repeated_buffer
DSH,32768,32,64,16,1,9,4,7918187.5,2.54614315054e-06,0,repeated_buffer
HSD,32768,32,64,16,1,9,32,631816.40625,3.03213685982e-06,0,repeated_buffer
SHD,32768,32,64,16,1,9,32,679247.375,3.03213685982e-06,0,repeated_buffer
SHD,32768,32,128,16,1,0,8,4565895.75,6.30243245325e-06,0,repeated_buffer
HSD,32768,32,128,16,1,0,16,1803484.375,6.30243245325e-06,0,repeated_buffer
DSH,32768,32,128,16,1,0,2,18084687.5,6.30243245325e-06,0,repeated_buffer
DSH,32768,32,128,16,1,1,2,17704416.5,6.30243245325e-06,0,repeated_buffer
HSD,32768,32,128,16,1,1,16,1779781.25,6.30243245325e-06,0,repeated_buffer
SHD,32768,32,128,16,1,1,8,4548354.125,6.30243245325e-06,0,repeated_buffer
HSD,32768,32,128,16,1,2,16,1786820.3125,6.30243245325e-06,0,repeated_buffer
SHD,32768,32,128,16,1,2,8,4860041.75,6.30243245325e-06,0,repeated_buffer
DSH,32768,32,128,16,1,2,2,17652645.5,6.30243245325e-06,0,repeated_buffer
HSD,32768,32,128,16,1,3,16,1784401.0625,6.30243245325e-06,0,repeated_buffer
DSH,32768,32,128,16,1,3,2,17519187.5,6.30243245325e-06,0,repeated_buffer
SHD,32768,32,128,16,1,3,8,4543401,6.30243245325e-06,0,repeated_buffer
SHD,32768,32,128,16,1,4,8,4982171.875,6.30243245325e-06,0,repeated_buffer
DSH,32768,32,128,16,1,4,2,17528541.5,6.30243245325e-06,0,repeated_buffer
HSD,32768,32,128,16,1,4,16,1768494.75,6.30243245325e-06,0,repeated_buffer
DSH,32768,32,128,16,1,5,2,17673333.5,6.30243245325e-06,0,repeated_buffer
HSD,32768,32,128,16,1,5,16,1776502.5625,6.30243245325e-06,0,repeated_buffer
SHD,32768,32,128,16,1,5,8,4563562.5,6.30243245325e-06,0,repeated_buffer
SHD,32768,32,128,16,1,6,8,5015875,6.30243245325e-06,0,repeated_buffer
HSD,32768,32,128,16,1,6,16,1778468.75,6.30243245325e-06,0,repeated_buffer
DSH,32768,32,128,16,1,6,2,17476083,6.30243245325e-06,0,repeated_buffer
DSH,32768,32,128,16,1,7,2,17667250,6.30243245325e-06,0,repeated_buffer
HSD,32768,32,128,16,1,7,16,1773039.0625,6.30243245325e-06,0,repeated_buffer
SHD,32768,32,128,16,1,7,8,4567385.5,6.30243245325e-06,0,repeated_buffer
HSD,32768,32,128,16,1,8,16,1792544.3125,6.30243245325e-06,0,repeated_buffer
SHD,32768,32,128,16,1,8,8,4566911.5,6.30243245325e-06,0,repeated_buffer
DSH,32768,32,128,16,1,8,2,17450958.5,6.30243245325e-06,0,repeated_buffer
DSH,32768,32,128,16,1,9,2,17609520.5,6.30243245325e-06,0,repeated_buffer
SHD,32768,32,128,16,1,9,8,4552062.5,6.30243245325e-06,0,repeated_buffer
HSD,32768,32,128,16,1,9,16,1775601.5625,6.30243245325e-06,0,repeated_buffer
